names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group
SPHK2,-1.6861213,-0.3398841,0.09177243271002598,1.0,0.2222222222222222
ZNF384,-1.6867498,-0.25799674,0.09165147671890334,1.0,0.4097222222222222
KLF12,-1.687064,-1.306644,0.0915910467848112,1.0,0.052083333333333336
LMAN2,-1.6873782,-0.11700235,0.09153064887701559,1.0,0.9548611111111112
F13A1,-1.6880066,-1.3312922,0.09140994909626231,1.0,0.06944444444444445
ARHGAP30,-1.6883209,-0.58469677,0.09134964720127745,1.0,0.22569444444444445
SLC27A3,-1.6886351,-0.24644539,0.09128937728853513,1.0,0.5
MFNG,-1.6886351,-0.7261438,0.09128937728853513,1.0,0.14930555555555555
SWAP70,-1.6889493,-0.5305491,0.09122913934702043,1.0,0.2465277777777778
HEATR5A,-1.6895778,-0.31796122,0.09110875933361297,1.0,0.2881944444444444
MTFR1L,-1.6905204,-0.3146718,0.09092842882231479,1.0,0.3472222222222222
PLAC8,-1.6905204,-2.9211392,0.09092842882231479,1.0,0.010416666666666666
ZNF304,-1.6911489,-0.6996759,0.09080836802545937,1.0,0.1284722222222222
SRPRB,-1.6920916,-0.21530728,0.09062851592582839,1.0,0.7048611111111112
HLA-DOA,-1.6924058,-0.5418819,0.0905686289407154,1.0,0.22916666666666666
PPP1CA,-1.6924058,-0.19229014,0.0905686289407154,1.0,0.8506944444444444
SSBP4,-1.6942911,-0.2351431,0.09020997526362962,1.0,0.7222222222222222
NCKIPSD,-1.6942911,-0.3042369,0.09020997526362962,1.0,0.4652777777777778
DYSF,-1.6942911,-0.7090163,0.09020997526362962,1.0,0.13194444444444445
MMP19,-1.6946054,-1.0745302,0.09015031092017911,1.0,0.0798611111111111
CLUH,-1.6949196,-0.20774002,0.09009067833859172,1.0,0.7951388888888888
PWWP3A,-1.6949196,-0.34120533,0.09009067833859172,1.0,0.3888888888888889
CCDC74A,-1.695548,-0.3706203,0.08997150841691152,1.0,0.1875
POU2F1,-1.6958623,-0.32801273,0.08991197105477076,1.0,0.2743055555555556
STK11IP,-1.6961764,-0.30748224,0.08985246541039692,1.0,0.28125
TRNT1,-1.6964906,-0.32040057,0.0897929914727649,1.0,0.3819444444444444
SMCO4,-1.6968049,-0.5029727,0.08973354923084936,1.0,0.1875
WDR44,-1.6974334,-0.5757457,0.08961475979006428,1.0,0.125
FAF1,-1.6974334,-0.31824595,0.08961475979006428,1.0,0.4027777777777778
ZNF598,-1.6977476,-0.28389844,0.08955541256914203,1.0,0.4236111111111111
LMF1,-1.6977476,-0.34338588,0.08955541256914203,1.0,0.2326388888888889
MRE11,-1.6980618,-0.48532456,0.08949609699983088,1.0,0.1701388888888889
MYO1F,-1.698376,-0.5113343,0.0894368130711036,1.0,0.2708333333333333
SEPTIN6,-1.6986903,-0.327238,0.08937756077193267,1.0,0.3923611111111111
PIR,-1.6990045,-0.33270887,0.08931834009128986,1.0,0.2604166666666667
CHMP7,-1.6993186,-0.36637226,0.08925915101814709,1.0,0.3541666666666667
EPB41,-1.7002614,-0.2276261,0.08908177333342934,1.0,0.3645833333333333
CTNNBL1,-1.7002614,-0.24532646,0.08908177333342934,1.0,0.5833333333333334
ANK2,-1.7005756,-1.4090654,0.08902271057999575,1.0,0.0625
CILP,-1.7005756,-0.3975361,0.08902271057999575,1.0,0.3090277777777778
MRPL39,-1.7012041,-0.39530975,0.08890467971915682,1.0,0.2569444444444444
METTL22,-1.7018325,-0.4711558,0.08878677497948478,1.0,0.1909722222222222
RBCK1,-1.7027751,-0.19939339,0.08861015415411637,1.0,0.8472222222222222
TSPYL2,-1.7030894,-0.6810182,0.08855134351063623,1.0,0.09722222222222222
IFI44,-1.7034036,-0.29514834,0.08849256433125664,1.0,0.53125
ZNF282,-1.7040321,-0.3650293,0.08837510032066659,1.0,0.2881944444444444
CMPK2,-1.7043463,-0.3779634,0.0883164154673893,1.0,0.28125
SIRT2,-1.7062316,-0.2656588,0.0879649657808201,1.0,0.5763888888888888
RBMS1,-1.7074885,-0.6978881,0.08773129321205066,1.0,0.1597222222222222
BZW2,-1.7074885,-0.18193837,0.08773129321205066,1.0,0.7013888888888888
AC015813.1,-1.7081169,-0.30726767,0.08761464482948458,1.0,0.2777777777777778
GM2A,-1.7087454,-0.27159762,0.08749812159707013,1.0,0.7361111111111112
RDH16,-1.7090596,-0.3731211,0.08743990688457595,1.0,0.3020833333333333
GSKIP,-1.7090596,-0.3226351,0.08743990688457595,1.0,0.4166666666666667
HAGH,-1.7093738,-0.2295381,0.08738172342650662,1.0,0.6701388888888888
CAT,-1.7100023,-0.27185634,0.08726545022948932,1.0,0.5208333333333334
PCIF1,-1.7106308,-0.29559192,0.08714930191770971,1.0,0.3680555555555556
CTHRC1,-1.7106308,-0.4097055,0.08714930191770971,1.0,0.5659722222222222
ATP13A2,-1.7112591,-0.23748736,0.08703327840285556,1.0,0.6215277777777778
CBX3,-1.7115734,-0.14511457,0.08697531341667686,1.0,0.9548611111111112
ING4,-1.7122018,-0.24206881,0.08685947693161745,1.0,0.4131944444444444
MRPL16,-1.7128303,-0.24912338,0.08674376502268713,1.0,0.4027777777777778
DNAJB11,-1.7150298,-0.23560752,0.08633975310323348,1.0,0.6006944444444444
CDCA7,-1.7162868,-0.5616114,0.08610957237471649,1.0,0.12152777777777778
JADE1,-1.7162868,-0.57706636,0.08610957237471649,1.0,0.13194444444444445
HSH2D,-1.7172294,-0.23637879,0.08593726237213402,1.0,0.7083333333333334
EHD2,-1.7178578,-0.39835766,0.08582254389229414,1.0,0.2743055555555556
COLGALT1,-1.7181721,-0.2607306,0.08576523107580869,1.0,0.6944444444444444
PIK3CB,-1.719429,-0.26989904,0.08553628904174243,1.0,0.375
CCDC107,-1.7200574,-0.3710387,0.08542200340921788,1.0,0.3020833333333333
KRAS,-1.7200574,-0.32160816,0.08542200340921788,1.0,0.3958333333333333
CRTC3,-1.7203716,-0.33578536,0.08536490690042754,1.0,0.3020833333333333
LINC02802,-1.7206858,-0.44384563,0.0853078412485591,1.0,0.1840277777777778
RNF25,-1.7206858,-0.4215999,0.0853078412485591,1.0,0.2604166666666667
IKZF1,-1.7210001,-0.46406427,0.08525080644256774,1.0,0.1875
AC003102.1,-1.7210001,-0.4822361,0.08525080644256774,1.0,0.14930555555555555
CBL,-1.7213143,-0.68484485,0.08519380247140862,1.0,0.1111111111111111
PDE4B,-1.7219428,-0.6312746,0.08507988698940719,1.0,0.13541666666666666
DTNA,-1.7231996,-0.56630665,0.08485242555740478,1.0,0.13541666666666666
PHETA2,-1.7244565,-0.487598,0.08462545624564258,1.0,0.17708333333333334
EHD4,-1.725085,-0.26307875,0.08451215591393586,1.0,0.4861111111111111
XRCC3,-1.725085,-0.5362718,0.08451215591393586,1.0,0.1423611111111111
MRC2,-1.7253993,-0.35710487,0.08445555179046502,1.0,0.40625
ARAP2,-1.7257135,-0.9552925,0.08439897834718758,1.0,0.0763888888888889
ABCC6,-1.7257135,-0.5649591,0.08439897834718758,1.0,0.1701388888888889
EMC9,-1.7263418,-0.29671612,0.0842859234570281,1.0,0.5208333333333334
TCIRG1,-1.7263418,-0.30300993,0.0842859234570281,1.0,0.5486111111111112
ZW10,-1.7275988,-0.39319518,0.08406018135299098,1.0,0.14930555555555555
LAMA4,-1.7282273,-0.3684888,0.0839474939623689,1.0,0.2569444444444444
MAGIX,-1.7291698,-0.41067377,0.08377869220463154,1.0,0.19791666666666666
KAZN,-1.7291698,-0.43140832,0.08377869220463154,1.0,0.14930555555555555
AP1S2,-1.7310553,-0.27845868,0.08344191317702795,1.0,0.4861111111111111
ZNRD2,-1.7313695,-0.25660548,0.08338589008827112,1.0,0.4861111111111111
FSTL1,-1.7313695,-0.30719298,0.08338589008827112,1.0,0.59375
MAML1,-1.7313695,-0.3306368,0.08338589008827112,1.0,0.2708333333333333
TNPO3,-1.7319978,-0.41090494,0.08327393531062964,1.0,0.19444444444444445
QRSL1,-1.7323121,-0.5133122,0.08321800359965119,1.0,0.16319444444444445
AIFM2,-1.7326263,-0.6875127,0.08316210232583816,1.0,0.1111111111111111
NFKBIB,-1.7338833,-0.50647205,0.08293880138130244,1.0,0.2708333333333333
EIF3A,-1.7338833,-0.17149304,0.08293880138130244,1.0,0.7986111111111112
RPP25L,-1.7351401,-0.29920042,0.08271598654766041,1.0,0.5138888888888888
PILRB,-1.7357686,-0.26808485,0.0826047612014872,1.0,0.4722222222222222
ARRDC1,-1.7360828,-0.16600467,0.08254919400739871,1.0,0.9027777777777778
FOXK1,-1.7367113,-0.38224024,0.08243815052198461,1.0,0.3090277777777778
FAM83D,-1.737654,-0.4437269,0.08227181238507107,1.0,0.22916666666666666
PFKM,-1.7379681,-0.3133529,0.08221642685290248,1.0,0.3368055555555556
STAG1,-1.7382823,-0.3491367,0.08216107155905766,1.0,0.2881944444444444
GIMAP2,-1.7385966,-0.6619671,0.08210574649249049,1.0,0.1284722222222222
ERCC3,-1.7389108,-0.2762188,0.08205045164215446,1.0,0.4236111111111111
PRMT6,-1.7389108,-0.3828368,0.08205045164215446,1.0,0.1909722222222222
FBXW4,-1.739225,-0.22792739,0.08199518699700356,1.0,0.6736111111111112
STK17A,-1.7398535,-0.46195397,0.08188474827807211,1.0,0.16319444444444445
TIFA,-1.7407962,-0.94750875,0.08171931646241147,1.0,0.05555555555555555
POM121C,-1.7414246,-0.41038308,0.08160917929826067,1.0,0.2361111111111111
RBPMS,-1.7414246,-0.2903327,0.08160917929826067,1.0,0.4409722222222222
CMTR1,-1.7423673,-0.21952525,0.08144419940055686,1.0,0.6527777777777778
PPP2CB,-1.7426815,-0.2673511,0.08138926628341331,1.0,0.4895833333333333
PDCD5,-1.74331,-0.20982946,0.0812794902559918,1.0,0.8055555555555556
GSDMD,-1.7436242,-0.21764901,0.0812246473236238,1.0,0.7881944444444444
CLIC1,-1.7436242,-0.14149837,0.0812246473236238,1.0,0.9791666666666666
ARHGEF7,-1.7442526,-0.2523617,0.0811150515663494,1.0,0.5555555555555556
CD69,-1.7467664,-1.9078034,0.08067786835022528,1.0,0.03125
MHENCR,-1.7470806,-0.30591893,0.08062335524494318,1.0,0.2152777777777778
PARVG,-1.7470806,-0.41082564,0.08062335524494318,1.0,0.1875
AC087500.1,-1.7473948,-2.011738,0.0805688720576787,1.0,0.03125
UBN2,-1.747709,-0.36044255,0.0805144187773888,1.0,0.13541666666666666
BRD9,-1.748966,-0.46449652,0.08029690450511642,1.0,0.2708333333333333
SEC24B,-1.7502228,-0.31656072,0.08007986786102493,1.0,0.3472222222222222
FAM53C,-1.7502228,-0.32226458,0.08007986786102493,1.0,0.3888888888888889
S1PR4,-1.7508513,-0.95822644,0.07997152842870711,1.0,0.0763888888888889
CXorf40B,-1.7514797,-0.37685198,0.07986330813843243,1.0,0.2708333333333333
STBD1,-1.7521082,-0.5608869,0.07975520690187306,1.0,0.11805555555555555
ZNF251,-1.7521082,-0.58762705,0.07975520690187306,1.0,0.1284722222222222
SLAMF7,-1.753365,-0.57810134,0.07953936123660539,1.0,0.19444444444444445
FGD2,-1.7543077,-0.7472064,0.07937778884676738,1.0,0.12152777777777778
ZNRF2,-1.7558788,-0.30335754,0.07910909466459796,1.0,0.3090277777777778
BMP1,-1.7593353,-0.55114365,0.07852057110269757,1.0,0.21875
EGLN2,-1.7596495,-0.22601867,0.07846724610629652,1.0,0.7256944444444444
CIC,-1.7605922,-0.2978901,0.0783074479316263,1.0,0.4965277777777778
GRIN2D,-1.7612207,-1.1459188,0.07820106305028336,1.0,0.041666666666666664
ZNF600,-1.7615349,-0.6141663,0.07814791474704247,1.0,0.09722222222222222
IFT140,-1.7615349,-0.34582594,0.07814791474704247,1.0,0.4652777777777778
ITGA6,-1.7621633,-0.49557397,0.07804170636025687,1.0,0.1875
METRN,-1.7621633,-0.11863447,0.07804170636025687,1.0,0.9930555555555556
CEP192,-1.7640487,-0.77721643,0.07772378616315827,1.0,0.1076388888888889
PLAC9,-1.7646772,-1.0548486,0.077618047457711,1.0,0.09722222222222222
DIRAS1,-1.7646772,-1.3512144,0.077618047457711,1.0,0.052083333333333336
TSC2,-1.7656198,-0.22061321,0.07745965912144553,1.0,0.6527777777777778
SEPTIN11,-1.765934,-0.2940361,0.07740692155774828,1.0,0.4027777777777778
KLHL9,-1.7662482,-0.37225774,0.07735421324986536,1.0,0.2777777777777778
MREG,-1.7662482,-0.2572207,0.07735421324986536,1.0,0.3541666666666667
MLLT1,-1.7693905,-0.2631589,0.07682873681481607,1.0,0.4895833333333333
NSUN3,-1.7697047,-0.5929173,0.07677634959311284,1.0,0.1736111111111111
EBPL,-1.7697047,-0.2938751,0.07677634959311284,1.0,0.5347222222222222
CPT1A,-1.7709615,-0.39241743,0.07656709183106664,1.0,0.2569444444444444
BICDL1,-1.7709615,-0.4823739,0.07656709183106664,1.0,0.20833333333333334
CEBPG,-1.7725327,-0.24084778,0.07630617383252213,1.0,0.4826388888888889
MRTFA,-1.7728469,-0.41535515,0.07625407734979753,1.0,0.2847222222222222
PRMT3,-1.7728469,-0.59570456,0.07625407734979753,1.0,0.1284722222222222
RGS19,-1.7731612,-0.29959783,0.07620200988035282,1.0,0.3923611111111111
AGR2,-1.7734754,-0.08738162,0.07614997141316827,1.0,0.9965277777777778
MIB2,-1.7737895,-0.33112457,0.07609796193722435,1.0,0.3020833333333333
EFEMP1,-1.7741038,-0.4531188,0.07604598144150207,1.0,0.3333333333333333
ZMIZ2,-1.774418,-0.26325274,0.07599402991498291,1.0,0.6527777777777778
STUB1,-1.7750465,-0.19683456,0.07589021372548155,1.0,0.8368055555555556
SRSF4,-1.7750465,-0.3017879,0.07589021372548155,1.0,0.4826388888888889
PARP12,-1.7775602,-0.25536403,0.07547610553217692,1.0,0.5555555555555556
PIP4K2A,-1.7775602,-0.34649864,0.07547610553217692,1.0,0.3784722222222222
PKIB,-1.7778745,-0.55695885,0.07542447193978769,1.0,0.19791666666666666
E4F1,-1.7778745,-0.3199888,0.07542447193978769,1.0,0.4097222222222222
CSNK1G2,-1.780074,-0.3111126,0.07506384361276162,1.0,0.3576388888888889
JMJD1C,-1.7803882,-0.42765418,0.07501244040814858,1.0,0.2638888888888889
ZNF101,-1.7803882,-0.6397436,0.07501244040814858,1.0,0.125
UNG,-1.7803882,-0.26499003,0.07501244040814858,1.0,0.5381944444444444
PEG10,-1.7819594,-0.33766216,0.0747558553987678,1.0,0.28125
NDUFS7,-1.7822737,-0.21549417,0.07470462452257166,1.0,0.7604166666666666
SPPL2B,-1.7822737,-0.24026272,0.07470462452257166,1.0,0.5104166666666666
TRIM22,-1.7835305,-0.25941977,0.07449998773649526,1.0,0.4791666666666667
POU2F2,-1.784159,-1.7647321,0.07439784122060829,1.0,0.027777777777777776
FHDC1,-1.7847874,-0.87702847,0.0742958091721116,1.0,0.09027777777777778
CARS2,-1.7847874,-0.23652118,0.0742958091721116,1.0,0.6006944444444444
GJA1,-1.7854159,-0.40968055,0.07419389150298265,1.0,0.2569444444444444
PNO1,-1.78573,-0.24503231,0.07414297553317634,1.0,0.3993055555555556
MAP2K2,-1.7860442,-0.18640539,0.07409208812520729,1.0,0.8020833333333334
MFSD14A,-1.7860442,-0.35302895,0.07409208812520729,1.0,0.3125
SAMD9L,-1.7860442,-0.3686843,0.07409208812520729,1.0,0.3784722222222222
CAPZB,-1.7866727,-0.14719486,0.07399039895077973,1.0,0.9340277777777778
FTX,-1.7873012,-0.4107619,0.07388882389170298,1.0,0.2986111111111111
DDX19B,-1.7873012,-0.31406862,0.07388882389170298,1.0,0.3472222222222222
CLK1,-1.7882439,-0.24294126,0.07373667507689813,1.0,0.6493055555555556
SLC30A5,-1.7882439,-0.24136016,0.07373667507689813,1.0,0.5625
SLCO2A1,-1.7885581,-0.59630704,0.07368601576765654,1.0,0.16666666666666666
CRYBG1,-1.7885581,-0.76621777,0.07368601576765654,1.0,0.125
MMD,-1.7885581,-0.5724376,0.07368601576765654,1.0,0.1875
ARFGAP3,-1.7891865,-0.3672605,0.07358478252673627,1.0,0.3506944444444444
SH3GLB1,-1.789815,-0.2910101,0.07348366304926574,1.0,0.5
DBNDD2,-1.789815,-0.21680859,0.07348366304926574,1.0,0.7048611111111112
B3GNT8,-1.789815,-1.308578,0.07348366304926574,1.0,0.05555555555555555
SERBP1,-1.789815,-0.14235021,0.07348366304926574,1.0,0.9097222222222222
EPB41L2,-1.7913861,-0.58809084,0.07323136149351393,1.0,0.16319444444444445
RELCH,-1.7917002,-0.35625628,0.07318098631806978,1.0,0.3819444444444444
MSRB2,-1.7923287,-0.21914895,0.07308032101496136,1.0,0.7777777777777778
NOP9,-1.7929572,-0.33941555,0.07297976903563047,1.0,0.2222222222222222
EMP2,-1.7929572,-0.21770872,0.07297976903563047,1.0,0.6388888888888888
ZNF524,-1.7938999,-0.32382232,0.07282915335642504,1.0,0.4722222222222222
LILRB4,-1.7938999,-0.29628173,0.07282915335642504,1.0,0.3645833333333333
ARF5,-1.7945284,-0.25810203,0.07272888430196939,1.0,0.5451388888888888
DECR2,-1.795471,-0.26869467,0.0725786925981027,1.0,0.4722222222222222
SLC6A6,-1.795471,-0.3926708,0.0725786925981027,1.0,0.3402777777777778
ABCA1,-1.7957852,-0.3246809,0.07252868515362947,1.0,0.375
CREG1,-1.7964137,-0.19908474,0.07242875488401061,1.0,0.7881944444444444
FLT3LG,-1.7967279,-0.73991895,0.07237883203690193,1.0,0.1388888888888889
WDR33,-1.7979847,-0.3043626,0.07217942231026576,1.0,0.5069444444444444
ITM2B,-1.7979847,-0.12449462,0.07217942231026576,1.0,0.9930555555555556
YEATS2,-1.798299,-0.38405982,0.07212964023916135,1.0,0.22569444444444445
CENPE,-1.7992417,-0.77770585,0.07198046271553842,1.0,0.10416666666666667
NBN,-1.7995559,-0.226742,0.07193079306764065,1.0,0.6805555555555556
ECPAS,-1.8001844,-0.3015631,0.07183153799596016,1.0,0.5104166666666666
VASP,-1.8004986,-0.28319,0.07178195255022984,1.0,0.6041666666666666
MFAP2,-1.801127,-0.26781642,0.0716828657841254,1.0,0.4305555555555556
RBM38,-1.801127,-0.41688597,0.0716828657841254,1.0,0.3402777777777778
ADD3,-1.8017554,-0.56123126,0.07158389111201827,1.0,0.2361111111111111
PTCD2,-1.8017554,-0.6101503,0.07158389111201827,1.0,0.1597222222222222
FUOM,-1.8017554,-0.36255866,0.07158389111201827,1.0,0.3125
ADGRL4,-1.8023839,-0.6583662,0.07148502844614513,1.0,0.1527777777777778
CAD,-1.8023839,-0.30031294,0.07148502844614513,1.0,0.4583333333333333
ZBTB48,-1.8030124,-0.24676308,0.07138627769875341,1.0,0.3541666666666667
EIF1AX,-1.8036407,-0.18019186,0.07128763878210162,1.0,0.8784722222222222
PSTPIP1,-1.8036407,-0.7764425,0.07128763878210162,1.0,0.1423611111111111
CASKIN1,-1.8036407,-0.7317344,0.07128763878210162,1.0,0.10069444444444445
SETX,-1.8036407,-0.26633352,0.07128763878210162,1.0,0.4305555555555556
CHPF,-1.803955,-0.27287334,0.07123836123288696,1.0,0.6909722222222222
PTPN2,-1.8045834,-0.35908034,0.07113988989785394,1.0,0.3402777777777778
FPR1,-1.8052119,-1.1294504,0.07104153017425563,1.0,0.07291666666666667
PEAR1,-1.8055261,-1.2953385,0.07099239213933708,1.0,0.05555555555555555
MAIP1,-1.8077257,-0.3344779,0.07064920564033483,1.0,0.2743055555555556
XRN2,-1.8080399,-0.2454348,0.07060029025831799,1.0,0.6736111111111112
MS4A4A,-1.8086684,-0.5830332,0.07050254283023928,1.0,0.2152777777777778
TGFB1I1,-1.8099252,-0.4690832,0.07030738101118224,1.0,0.1701388888888889
STAT3,-1.8105537,-0.25272062,0.07020996644496268,1.0,0.6666666666666666
GTF3C4,-1.8111821,-0.31278938,0.07011266265747489,1.0,0.3402777777777778
TOR2A,-1.8114964,-0.3643192,0.07006405227838297,1.0,0.3090277777777778
FAM184B,-1.8127532,-0.94596153,0.06986988727092554,1.0,0.0798611111111111
SPATS2L,-1.8130674,-0.29985982,0.0698214150915601,1.0,0.4479166666666667
GPR132,-1.8143244,-0.8699484,0.06962780233578067,1.0,0.1111111111111111
TUBA1B,-1.8146386,-0.08661281,0.06957946808254724,1.0,1.0
CD84,-1.8149529,-0.54582894,0.06953116138171765,1.0,0.25
TIMM9,-1.8149529,-0.23566973,0.06953116138171765,1.0,0.4861111111111111
RAB34,-1.8152671,-0.8286134,0.06948288222235266,1.0,0.12152777777777778
FOPNL,-1.8152671,-0.35510504,0.06948288222235266,1.0,0.3125
RXYLT1,-1.8165239,-0.2818229,0.06929004078078703,1.0,0.3506944444444444
TTYH3,-1.8165239,-0.3156852,0.06929004078078703,1.0,0.3680555555555556
ZNF512,-1.8168381,-0.40553415,0.069241899164688,1.0,0.22916666666666666
PHF19,-1.8180951,-0.553598,0.06904960734943541,1.0,0.2534722222222222
LDLRAP1,-1.8187234,-0.33335596,0.06895362607824798,1.0,0.23958333333333334
CRLS1,-1.8187234,-0.27558714,0.06895362607824798,1.0,0.5208333333333334
ZNF765,-1.8199804,-0.85037947,0.06876199237156379,1.0,0.09722222222222222
KCTD15,-1.8212373,-0.3016727,0.06857079652970705,1.0,0.3020833333333333
RFFL,-1.8212373,-0.5380163,0.06857079652970705,1.0,0.2013888888888889
KIF12,-1.8212373,-0.31526932,0.06857079652970705,1.0,0.4965277777777778
NRP2,-1.8212373,-0.64742124,0.06857079652970705,1.0,0.1527777777777778
DHX16,-1.8237511,-0.3012501,0.06818971564420347,1.0,0.5034722222222222
TUT7,-1.8240653,-0.43721554,0.0681422032079215,1.0,0.22569444444444445
ERCC6,-1.8243796,-0.53190935,0.06809471799623104,1.0,0.1736111111111111
ATAD3B,-1.8253222,-0.29711527,0.06795242559957507,1.0,0.3298611111111111
RCSD1,-1.8256364,-0.6386124,0.06790504917712126,1.0,0.14930555555555555
CCDC124,-1.8259506,-0.18072307,0.06785769992469856,1.0,0.8229166666666666
RFT1,-1.8265791,-0.32061163,0.06776308288631006,1.0,0.3472222222222222
CRELD2,-1.8268933,-0.36783105,0.06771581507852809,1.0,0.3541666666666667
GNB4,-1.8281502,-0.27367434,0.06752701500233561,1.0,0.5555555555555556
RUNX2,-1.8287786,-1.0871489,0.06743277750454157,1.0,0.08680555555555555
AC104083.1,-1.8294071,-1.2411134,0.06733864825065931,1.0,0.052083333333333336
WWTR1,-1.8294071,-0.39429855,0.06733864825065931,1.0,0.23958333333333334
PGF,-1.8297213,-0.91931677,0.06729162418793484,1.0,0.09375
MPV17L,-1.8306639,-0.40544394,0.06715071412584904,1.0,0.2013888888888889
MX2,-1.8309782,-0.4204175,0.06710379811086092,1.0,0.2673611111111111
ARC,-1.8312924,-1.0424852,0.06705690908056765,1.0,0.0763888888888889
ICAM2,-1.8312924,-0.8678578,0.06705690908056765,1.0,0.11805555555555555
GCC2,-1.8319209,-0.3918032,0.06696321193049143,1.0,0.3368055555555556
TNFRSF1A,-1.8322351,-0.2664326,0.06691640378892363,1.0,0.7048611111111112
DCP2,-1.8322351,-0.30309916,0.06691640378892363,1.0,0.4270833333333333
RGL1,-1.8325493,-0.88742495,0.06686962258848118,1.0,0.10416666666666667
DUS1L,-1.8334919,-0.20336452,0.06672944052500986,1.0,0.8159722222222222
UBFD1,-1.8334919,-0.2886605,0.06672944052500986,1.0,0.5659722222222222
TRMT2B,-1.8353773,-0.73563564,0.06644980233859729,1.0,0.1284722222222222
ZDHHC23,-1.8360058,-0.8934932,0.06635680438401866,1.0,0.08680555555555555
PHLDB1,-1.8366342,-0.36915785,0.06626391367147454,1.0,0.3298611111111111
CHCHD6,-1.8372626,-0.31128404,0.06617113011394155,1.0,0.5243055555555556
FCGR2A,-1.8375769,-0.33233583,0.0661247784911137,1.0,0.5069444444444444
PHF8,-1.8375769,-0.3363561,0.0661247784911137,1.0,0.3125
DIAPH1,-1.8375769,-0.32988557,0.0661247784911137,1.0,0.53125
DGCR8,-1.8378911,-0.3570548,0.06607845362441199,1.0,0.3055555555555556
HNRNPD,-1.8388338,-0.15300119,0.065939639452334,1.0,0.9270833333333334
MYPOP,-1.8394622,-0.38576144,0.06584723025225911,1.0,0.25
NUDCD1,-1.841976,-0.25714412,0.06547866021870893,1.0,0.4895833333333333
CYB561A3,-1.841976,-0.36913377,0.06547866021870893,1.0,0.40625
ZFPL1,-1.8432329,-0.32063955,0.06529501404528625,1.0,0.3923611111111111
GCSH,-1.8438613,-0.22688276,0.06520335036535384,1.0,0.6770833333333334
ANAPC4,-1.8451183,-0.30971596,0.06502034138486341,1.0,0.25
IRF2,-1.8451183,-0.4442217,0.06502034138486341,1.0,0.2847222222222222
JOSD1,-1.8454324,-0.31178966,0.06497465540547556,1.0,0.4201388888888889
ABCC11,-1.8457466,-0.4306551,0.06492899591068238,1.0,0.2152777777777778
PLEC,-1.8473178,-0.21150066,0.0647010953260036,1.0,0.8958333333333334
ZNF579,-1.8479463,-0.24530812,0.06461012010470625,1.0,0.4270833333333333
RMI2,-1.8482605,-0.7159891,0.06456467209624171,1.0,0.1736111111111111
TCOF1,-1.8495173,-0.30871233,0.06438314382404389,1.0,0.4583333333333333
NUP54,-1.8507743,-0.37983903,0.06420203705039222,1.0,0.2534722222222222
TCERG1,-1.8510885,-0.25572777,0.06415682613488045,1.0,0.5243055555555556
CDKAL1,-1.8520311,-0.42629322,0.06402135108203456,1.0,0.2361111111111111
VCAM1,-1.8520311,-0.5667189,0.06402135108203456,1.0,0.2222222222222222
MXD3,-1.8526596,-0.28172222,0.06393116568327695,1.0,0.375
LAMP3,-1.853288,-0.7997822,0.06384108522600156,1.0,0.11805555555555555
LMNA,-1.8536023,-0.14486632,0.06379608432336385,1.0,0.9652777777777778
POC1A,-1.8542308,-0.39908248,0.06370616111598644,1.0,0.23958333333333334
CD5,-1.8545449,-0.84118354,0.0636612387896093,1.0,0.09027777777777778
ESRRA,-1.8570588,-0.34630817,0.06330280140645395,1.0,0.28125
ROBO4,-1.8573729,-1.1070762,0.06325811422486431,1.0,0.0798611111111111
ELN,-1.8576871,-0.5703945,0.0632134531164245,1.0,0.1701388888888889
RELB,-1.8583156,-0.6054284,0.06312420907577344,1.0,0.2152777777777778
ZNF683,-1.8592583,-1.0053461,0.0629905382933202,1.0,0.10069444444444445
FDX1,-1.8595725,-0.24372526,0.062946033396904,1.0,0.3645833333333333
SLC22A5,-1.860201,-0.27116787,0.06285710158588113,1.0,0.3506944444444444
PHYKPL,-1.860201,-0.32557642,0.06285710158588113,1.0,0.4583333333333333
ECI2,-1.8605151,-0.19251138,0.06281267464968097,1.0,0.8055555555555556
CYC1,-1.8620863,-0.16931614,0.06259092923002793,1.0,0.9131944444444444
ECI1,-1.8620863,-0.16420552,0.06259092923002793,1.0,0.8958333333333334
SNHG5,-1.8627148,-0.26210788,0.06250241251602798,1.0,0.6319444444444444
SLC2A3,-1.863029,-0.5324909,0.062458192998844475,1.0,0.1701388888888889
DENND1A,-1.8633431,-0.40564656,0.06241399936049092,1.0,0.2534722222222222
APEX1,-1.8671138,-0.2081604,0.06188569032473026,1.0,0.8680555555555556
ABCD1,-1.868685,-0.3233472,0.061666656524227974,1.0,0.4305555555555556
CD8B,-1.8693134,-1.4894034,0.061579222873679146,1.0,0.052083333333333336
OSBPL5,-1.8696276,-0.3123588,0.061535544548850435,1.0,0.2569444444444444
SNRPA1,-1.8702561,-0.293451,0.06144826484628608,1.0,0.5694444444444444
IGF1,-1.8702561,-0.9988635,0.06144826484628608,1.0,0.08333333333333333
SLC16A1,-1.8702561,-0.88001853,0.06144826484628608,1.0,0.11805555555555555
EVI2B,-1.8708845,-0.6624409,0.06136108766812933,1.0,0.2013888888888889
CAPNS1,-1.8708845,-0.10398539,0.06136108766812933,1.0,0.9930555555555556
